placa,alert_type,severity,details,triggered_at,code,diagnostic_id
A-05502-A,enhanced_safety,high,Exceso de velocidad: 320 eventos (>20),2025-10-12,,
A-05503-A,enhanced_safety,high,Maniobras bruscas: 333 eventos (>50),2025-10-12,,
A-05504-A,enhanced_safety,high,Maniobras bruscas: 210 eventos (>50),2025-10-12,,
A-05504-A,enhanced_safety,high,Exceso de velocidad: 276 eventos (>20),2025-10-12,,
A-05508-A,enhanced_safety,high,Maniobras bruscas: 144 eventos (>50),2025-10-12,,
 A-05501-A,enhanced_safety,high,Maniobras bruscas: 678 eventos (>50),2025-10-13,,
A-05355-A,enhanced_safety,high,Maniobras bruscas: 90 eventos (>50),2025-10-13,,
A-05502-A,enhanced_safety,high,Maniobras bruscas: 1079 eventos (>50),2025-10-13,,
A-05502-A,enhanced_safety,high,Exceso de velocidad: 371 eventos (>20),2025-10-13,,
A-05503-A,enhanced_safety,high,Maniobras bruscas: 531 eventos (>50),2025-10-13,,
A-05504-A,enhanced_safety,high,Maniobras bruscas: 323 eventos (>50),2025-10-13,,
A-05504-A,enhanced_safety,high,Exceso de velocidad: 229 eventos (>20),2025-10-13,,
A-05508-A,enhanced_safety,high,Maniobras bruscas: 372 eventos (>50),2025-10-13,,
A-05508-A,enhanced_safety,high,Exceso de velocidad: 138 eventos (>20),2025-10-13,,
 A-05501-A,enhanced_safety,high,Maniobras bruscas: 323 eventos (>50),2025-10-14,,
 A-05501-A,enhanced_safety,high,Exceso de velocidad: 268 eventos (>20),2025-10-14,,
A-05355-A,enhanced_safety,high,Frenado brusco frecuente: 26 eventos (>5),2025-10-14,,
A-05355-A,enhanced_safety,high,Maniobras bruscas: 431 eventos (>50),2025-10-14,,
A-05355-A,enhanced_safety,high,Exceso de velocidad: 121 eventos (>20),2025-10-14,,
A-05502-A,enhanced_safety,high,Maniobras bruscas: 495 eventos (>50),2025-10-14,,
A-05502-A,enhanced_safety,high,Exceso de velocidad: 217 eventos (>20),2025-10-14,,
A-05503-A,enhanced_safety,high,Maniobras bruscas: 465 eventos (>50),2025-10-14,,
A-05504-A,enhanced_safety,high,Maniobras bruscas: 366 eventos (>50),2025-10-14,,
A-05504-A,enhanced_safety,high,Exceso de velocidad: 215 eventos (>20),2025-10-14,,
A-05508-A,enhanced_safety,high,Maniobras bruscas: 727 eventos (>50),2025-10-14,,
A-05508-A,enhanced_safety,high,Exceso de velocidad: 135 eventos (>20),2025-10-14,,
 A-05501-A,enhanced_safety,high,Maniobras bruscas: 505 eventos (>50),2025-10-15,,
A-05355-A,enhanced_safety,high,Maniobras bruscas: 353 eventos (>50),2025-10-15,,
A-05355-A,enhanced_safety,high,Exceso de velocidad: 97 eventos (>20),2025-10-15,,
A-05502-A,enhanced_safety,high,Frenado brusco frecuente: 24 eventos (>5),2025-10-15,,
A-05502-A,enhanced_safety,high,Maniobras bruscas: 931 eventos (>50),2025-10-15,,
A-05502-A,enhanced_safety,high,Exceso de velocidad: 326 eventos (>20),2025-10-15,,
A-05503-A,enhanced_safety,high,Maniobras bruscas: 437 eventos (>50),2025-10-15,,
A-05504-A,enhanced_safety,high,Maniobras bruscas: 175 eventos (>50),2025-10-15,,
A-05504-A,enhanced_safety,high,Exceso de velocidad: 218 eventos (>20),2025-10-15,,
A-05508-A,enhanced_safety,high,Maniobras bruscas: 484 eventos (>50),2025-10-15,,
 A-05501-A,enhanced_safety,high,Frenado brusco frecuente: 25 eventos (>5),2025-10-16,,
 A-05501-A,enhanced_safety,high,Maniobras bruscas: 610 eventos (>50),2025-10-16,,
 A-05501-A,enhanced_safety,high,Exceso de velocidad: 308 eventos (>20),2025-10-16,,
A-05355-A,enhanced_safety,high,Frenado brusco frecuente: 30 eventos (>5),2025-10-16,,
A-05355-A,enhanced_safety,high,Maniobras bruscas: 321 eventos (>50),2025-10-16,,
A-05355-A,enhanced_safety,high,Exceso de velocidad: 151 eventos (>20),2025-10-16,,
A-05502-A,enhanced_safety,high,Frenado brusco frecuente: 28 eventos (>5),2025-10-16,,
A-05502-A,enhanced_safety,high,Maniobras bruscas: 784 eventos (>50),2025-10-16,,
A-05503-A,enhanced_safety,high,Maniobras bruscas: 408 eventos (>50),2025-10-16,,
A-05504-A,enhanced_safety,high,Maniobras bruscas: 327 eventos (>50),2025-10-16,,
A-05508-A,enhanced_safety,high,Maniobras bruscas: 366 eventos (>50),2025-10-16,,
A-05508-A,enhanced_safety,high,Exceso de velocidad: 154 eventos (>20),2025-10-16,,
 A-05501-A,enhanced_safety,high,Maniobras bruscas: 771 eventos (>50),2025-10-17,,
A-05355-A,enhanced_safety,high,Maniobras bruscas: 478 eventos (>50),2025-10-17,,
A-05502-A,enhanced_safety,high,Frenado brusco frecuente: 43 eventos (>5),2025-10-17,,
A-05502-A,enhanced_safety,high,Maniobras bruscas: 1164 eventos (>50),2025-10-17,,
A-05502-A,enhanced_safety,high,Exceso de velocidad: 386 eventos (>20),2025-10-17,,
A-05503-A,enhanced_safety,high,Frenado brusco frecuente: 37 eventos (>5),2025-10-17,,
A-05503-A,enhanced_safety,high,Maniobras bruscas: 852 eventos (>50),2025-10-17,,
A-05504-A,enhanced_safety,high,Maniobras bruscas: 291 eventos (>50),2025-10-17,,
A-05504-A,enhanced_safety,high,Exceso de velocidad: 460 eventos (>20),2025-10-17,,
A-05508-A,enhanced_safety,high,Maniobras bruscas: 392 eventos (>50),2025-10-17,,
A-05508-A,enhanced_safety,high,Exceso de velocidad: 106 eventos (>20),2025-10-17,,
 A-05501-A,enhanced_safety,high,Maniobras bruscas: 373 eventos (>50),2025-10-18,,
 A-05501-A,enhanced_safety,high,Exceso de velocidad: 281 eventos (>20),2025-10-18,,
A-05355-A,enhanced_safety,high,Frenado brusco frecuente: 23 eventos (>5),2025-10-18,,
A-05355-A,enhanced_safety,high,Maniobras bruscas: 372 eventos (>50),2025-10-18,,
A-05355-A,enhanced_safety,high,Exceso de velocidad: 173 eventos (>20),2025-10-18,,
A-05502-A,enhanced_safety,high,Maniobras bruscas: 759 eventos (>50),2025-10-18,,
A-05502-A,enhanced_safety,high,Exceso de velocidad: 242 eventos (>20),2025-10-18,,
A-05503-A,enhanced_safety,high,Maniobras bruscas: 401 eventos (>50),2025-10-18,,
A-05504-A,enhanced_safety,high,Maniobras bruscas: 217 eventos (>50),2025-10-18,,
A-05504-A,enhanced_safety,high,Exceso de velocidad: 308 eventos (>20),2025-10-18,,
A-05508-A,enhanced_safety,high,Maniobras bruscas: 600 eventos (>50),2025-10-18,,
 A-05501-A,enhanced_safety,high,Frenado brusco frecuente: 29 eventos (>5),2025-10-19,,
 A-05501-A,enhanced_safety,high,Maniobras bruscas: 671 eventos (>50),2025-10-19,,
 A-05501-A,enhanced_safety,high,Exceso de velocidad: 251 eventos (>20),2025-10-19,,
A-05355-A,enhanced_safety,high,Maniobras bruscas: 429 eventos (>50),2025-10-19,,
A-05355-A,enhanced_safety,high,Exceso de velocidad: 115 eventos (>20),2025-10-19,,
A-05502-A,enhanced_safety,high,Maniobras bruscas: 906 eventos (>50),2025-10-19,,
A-05502-A,enhanced_safety,high,Exceso de velocidad: 300 eventos (>20),2025-10-19,,
A-05504-A,enhanced_safety,high,Maniobras bruscas: 178 eventos (>50),2025-10-19,,
A-05504-A,enhanced_safety,high,Exceso de velocidad: 175 eventos (>20),2025-10-19,,
A-05508-A,enhanced_safety,high,Maniobras bruscas: 133 eventos (>50),2025-10-19,,
 A-05501-A,enhanced_safety,high,Maniobras bruscas: 606 eventos (>50),2025-10-20,,
 A-05501-A,enhanced_safety,high,Exceso de velocidad: 219 eventos (>20),2025-10-20,,
A-05355-A,enhanced_safety,high,Frenado brusco frecuente: 8 eventos (>5),2025-10-20,,
A-05355-A,enhanced_safety,high,Maniobras bruscas: 346 eventos (>50),2025-10-20,,
A-05355-A,enhanced_safety,high,Exceso de velocidad: 125 eventos (>20),2025-10-20,,
A-05502-A,enhanced_safety,high,Maniobras bruscas: 995 eventos (>50),2025-10-20,,
A-05502-A,enhanced_safety,high,Exceso de velocidad: 329 eventos (>20),2025-10-20,,
A-05503-A,enhanced_safety,high,Maniobras bruscas: 525 eventos (>50),2025-10-20,,
A-05504-A,enhanced_safety,high,Frenado brusco frecuente: 13 eventos (>5),2025-10-20,,
A-05504-A,enhanced_safety,high,Maniobras bruscas: 426 eventos (>50),2025-10-20,,
A-05504-A,enhanced_safety,high,Exceso de velocidad: 184 eventos (>20),2025-10-20,,
A-05508-A,enhanced_safety,high,Maniobras bruscas: 628 eventos (>50),2025-10-20,,
A-05508-A,enhanced_safety,high,Exceso de velocidad: 120 eventos (>20),2025-10-20,,
 A-05501-A,enhanced_safety,high,Maniobras bruscas: 416 eventos (>50),2025-10-21,,
 A-05501-A,enhanced_safety,high,Exceso de velocidad: 205 eventos (>20),2025-10-21,,
A-05355-A,enhanced_safety,high,Frenado brusco frecuente: 33 eventos (>5),2025-10-21,,
A-05355-A,enhanced_safety,high,Maniobras bruscas: 503 eventos (>50),2025-10-21,,
A-05355-A,enhanced_safety,high,Exceso de velocidad: 283 eventos (>20),2025-10-21,,
A-05502-A,enhanced_safety,high,Frenado brusco frecuente: 33 eventos (>5),2025-10-21,,
A-05502-A,enhanced_safety,high,Exceso de velocidad: 263 eventos (>20),2025-10-21,,
A-05503-A,enhanced_safety,high,Maniobras bruscas: 542 eventos (>50),2025-10-21,,
A-05504-A,enhanced_safety,high,Maniobras bruscas: 321 eventos (>50),2025-10-21,,
A-05504-A,enhanced_safety,high,Exceso de velocidad: 197 eventos (>20),2025-10-21,,
 A-05501-A,enhanced_safety,high,Exceso de velocidad: 212 eventos (>20),2025-10-22,,
A-05355-A,enhanced_safety,high,Frenado brusco frecuente: 54 eventos (>5),2025-10-22,,
A-05355-A,enhanced_safety,high,Maniobras bruscas: 964 eventos (>50),2025-10-22,,
A-05355-A,enhanced_safety,high,Exceso de velocidad: 241 eventos (>20),2025-10-22,,
A-05502-A,enhanced_safety,high,Frenado brusco frecuente: 42 eventos (>5),2025-10-22,,
A-05502-A,enhanced_safety,high,Maniobras bruscas: 943 eventos (>50),2025-10-22,,
A-05502-A,enhanced_safety,high,Exceso de velocidad: 373 eventos (>20),2025-10-22,,
A-05503-A,enhanced_safety,high,Frenado brusco frecuente: 10 eventos (>5),2025-10-22,,
A-05503-A,enhanced_safety,high,Maniobras bruscas: 574 eventos (>50),2025-10-22,,
A-05504-A,enhanced_safety,high,Maniobras bruscas: 721 eventos (>50),2025-10-22,,
A-05504-A,enhanced_safety,high,Exceso de velocidad: 203 eventos (>20),2025-10-22,,
A-05508-A,enhanced_safety,high,Maniobras bruscas: 439 eventos (>50),2025-10-22,,
A-05508-A,enhanced_safety,high,Exceso de velocidad: 122 eventos (>20),2025-10-22,,
 A-05501-A,enhanced_safety,high,Frenado brusco frecuente: 18 eventos (>5),2025-10-23,,
 A-05501-A,enhanced_safety,high,Maniobras bruscas: 436 eventos (>50),2025-10-23,,
 A-05501-A,enhanced_safety,high,Exceso de velocidad: 217 eventos (>20),2025-10-23,,
A-05355-A,enhanced_safety,high,Frenado brusco frecuente: 19 eventos (>5),2025-10-23,,
A-05355-A,enhanced_safety,high,Maniobras bruscas: 427 eventos (>50),2025-10-23,,
A-05502-A,enhanced_safety,high,Maniobras bruscas: 1165 eventos (>50),2025-10-23,,
A-05502-A,enhanced_safety,high,Exceso de velocidad: 362 eventos (>20),2025-10-23,,
A-05503-A,enhanced_safety,high,Maniobras bruscas: 567 eventos (>50),2025-10-23,,
A-05504-A,enhanced_safety,high,Maniobras bruscas: 273 eventos (>50),2025-10-23,,
A-05508-A,enhanced_safety,high,Maniobras bruscas: 329 eventos (>50),2025-10-23,,
A-05508-A,enhanced_safety,high,Exceso de velocidad: 151 eventos (>20),2025-10-23,,
 A-05501-A,enhanced_safety,high,Frenado brusco frecuente: 24 eventos (>5),2025-10-24,,
 A-05501-A,enhanced_safety,high,Maniobras bruscas: 519 eventos (>50),2025-10-24,,
 A-05501-A,enhanced_safety,high,Exceso de velocidad: 388 eventos (>20),2025-10-24,,
A-05355-A,enhanced_safety,high,Frenado brusco frecuente: 21 eventos (>5),2025-10-24,,
A-05355-A,enhanced_safety,high,Maniobras bruscas: 480 eventos (>50),2025-10-24,,
A-05355-A,enhanced_safety,high,Exceso de velocidad: 140 eventos (>20),2025-10-24,,
A-05502-A,enhanced_safety,high,Maniobras bruscas: 858 eventos (>50),2025-10-24,,
A-05502-A,enhanced_safety,high,Exceso de velocidad: 301 eventos (>20),2025-10-24,,
A-05503-A,enhanced_safety,high,Maniobras bruscas: 572 eventos (>50),2025-10-24,,
A-05504-A,enhanced_safety,high,Maniobras bruscas: 232 eventos (>50),2025-10-24,,
A-05508-A,enhanced_safety,high,Exceso de velocidad: 170 eventos (>20),2025-10-24,,
 A-05501-A,enhanced_safety,high,Maniobras bruscas: 165 eventos (>50),2025-10-25,,
 A-05501-A,enhanced_safety,high,Exceso de velocidad: 138 eventos (>20),2025-10-25,,
A-05355-A,enhanced_safety,high,Maniobras bruscas: 217 eventos (>50),2025-10-25,,
A-05355-A,enhanced_safety,high,Exceso de velocidad: 66 eventos (>20),2025-10-25,,
A-05503-A,enhanced_safety,high,Maniobras bruscas: 73 eventos (>50),2025-10-25,,
A-05504-A,enhanced_safety,high,Exceso de velocidad: 52 eventos (>20),2025-10-25,,
A-05508-A,enhanced_safety,high,Maniobras bruscas: 112 eventos (>50),2025-10-25,,
A00316A,consumption,medium,Consumo cayó 0% y sólo registra 797 L en 30d,2019-05-08T00:00:00,,
A00070A,consumption,medium,"Consumo cayó 0% y sólo registra 1,042 L en 30d",2019-09-05T00:00:00,,
A01146A,consumption,medium,Consumo cayó 0% y sólo registra 373 L en 30d,2020-03-18T00:00:00,,
A02018A,consumption,medium,Consumo cayó 0% y sólo registra 613 L en 30d,2020-10-13T00:00:00,,
A00786A,consumption,medium,Consumo cayó 0% y sólo registra 955 L en 30d,2021-02-09T00:00:00,,
A01216A,consumption,medium,Consumo cayó 0% y sólo registra 495 L en 30d,2021-03-07T00:00:00,,
A00368A,consumption,medium,Consumo cayó 0% y sólo registra 801 L en 30d,2022-02-02T00:00:00,,
A00214A,idle,medium,Ralenti 0.65 de horas activas,2022-04-15T00:00:00,,
A00796A,consumption,medium,Consumo cayó 0% y sólo registra 349 L en 30d,2022-05-13T00:00:00,,
A00242A,consumption,medium,Consumo cayó 0% y sólo registra 792 L en 30d,2022-05-17T00:00:00,,
A00001A,consumption,medium,Consumo cayó 0% y sólo registra 886 L en 30d,2022-07-07T00:00:00,,
A00150A,consumption,medium,"Consumo cayó 0% y sólo registra 1,004 L en 30d",2022-09-08T00:00:00,,
A01726A,consumption,medium,Consumo cayó 0% y sólo registra 456 L en 30d,2022-10-19T00:00:00,,
A00252A,consumption,medium,Consumo cayó 0% y sólo registra 262 L en 30d,2022-11-01T00:00:00,,
A00798A,consumption,medium,Consumo cayó 0% y sólo registra 617 L en 30d,2022-12-27T00:00:00,,
A00982A,consumption,medium,Consumo cayó 0% y sólo registra 865 L en 30d,2023-06-11T00:00:00,,
A03864A,consumption,medium,Consumo cayó 0% y sólo registra 879 L en 30d,2023-08-16T00:00:00,,
B36AYC,idle,medium,Ralenti 0.66 de horas activas,2024-01-12T00:00:00,,
MST069A,consumption,medium,Consumo cayó 0% y sólo registra 381 L en 30d,2024-01-29T00:00:00,,
A02468A,consumption,medium,Consumo cayó 0% y sólo registra 619 L en 30d,2024-03-05T00:00:00,,
A5993L,consumption,medium,Consumo cayó 0% y sólo registra 247 L en 30d,2024-05-10T00:00:00,,
A04232A,consumption,medium,Consumo cayó 0% y sólo registra 968 L en 30d,2024-05-18T00:00:00,,
A4193A,idle,medium,Ralenti 0.65 de horas activas,2024-06-05T00:00:00,,
A9675D,idle,medium,Ralenti 0.62 de horas activas,2024-06-19T00:00:00,,
Z50BGG,idle,medium,Ralenti 0.64 de horas activas,2024-06-23T00:00:00,,
A04685A,consumption,medium,"Consumo cayó 0% y sólo registra 1,109 L en 30d",2024-07-05T00:00:00,,
A00296A,idle,medium,Ralenti 0.62 de horas activas,2024-07-09T00:00:00,,
F15BEA,consumption,medium,Consumo cayó 0% y sólo registra 269 L en 30d,2024-07-20T00:00:00,,
A1297B,idle,medium,Ralenti 0.64 de horas activas,2024-08-10T00:00:00,,
A064,idle,medium,Ralenti 0.61 de horas activas,2024-09-04T00:00:00,,
A29057E,consumption,medium,Consumo cayó 0% y sólo registra 837 L en 30d,2024-09-05T00:00:00,,
A13857,consumption,medium,Consumo cayó 0% y sólo registra 305 L en 30d,2024-09-07T00:00:00,,
NJT3199,idle,medium,Ralenti 0.61 de horas activas,2024-10-14T00:00:00,,
M90632,consumption,medium,Consumo cayó 0% y sólo registra 918 L en 30d,2024-10-22T00:00:00,,
1712MDF126,idle,medium,Ralenti 0.64 de horas activas,2024-10-26T00:00:00,,
PEF6959,consumption,medium,Consumo cayó 0% y sólo registra 212 L en 30d,2024-11-03T00:00:00,,
NAN301A,consumption,medium,Consumo cayó 0% y sólo registra 494 L en 30d,2024-11-11T00:00:00,,
PDN2241,consumption,medium,Consumo cayó 0% y sólo registra 213 L en 30d,2024-11-12T00:00:00,,
807703J,idle,medium,Ralenti 0.61 de horas activas,2024-11-14T00:00:00,,
A04691A,consumption,medium,"Consumo cayó 0% y sólo registra 1,082 L en 30d",2024-11-15T00:00:00,,
902246,consumption,medium,"Consumo cayó 0% y sólo registra 1,242 L en 30d",2024-11-23T00:00:00,,
LF95269,consumption,medium,Consumo cayó 0% y sólo registra 326 L en 30d,2024-12-23T00:00:00,,
A04684A,idle,medium,Ralenti 0.67 de horas activas,2025-01-10T00:00:00,,
A00115A,consumption,medium,Consumo cayó 0% y sólo registra 686 L en 30d,2025-01-23T00:00:00,,
L57AZT,consumption,medium,Consumo cayó 0% y sólo registra 357 L en 30d,2025-02-23T00:00:00,,
X28ABB,idle,medium,Ralenti 0.64 de horas activas,2025-03-23T00:00:00,,
403TL180,idle,medium,Ralenti 0.61 de horas activas,2025-04-01T00:00:00,,
CR5846,consumption,medium,Consumo cayó 0% y sólo registra 368 L en 30d,2025-04-23T00:00:00,,
MDC441A,idle,medium,Ralenti 0.60 de horas activas,2025-04-28T00:00:00,,
NXW6665,idle,medium,Ralenti 0.64 de horas activas,2025-05-04T00:00:00,,
NFN637A,idle,medium,Ralenti 0.67 de horas activas,2025-05-11T00:00:00,,
MMX820A,idle,medium,Ralenti 0.71 de horas activas,2025-05-16T00:00:00,,
CR5763,consumption,medium,Consumo cayó 0% y sólo registra 260 L en 30d,2025-05-22T00:00:00,,
A05238A,idle,medium,Ralenti 0.67 de horas activas,2025-05-27T00:00:00,,
PCD3001,idle,medium,Ralenti 0.66 de horas activas,2025-05-29T00:00:00,,
A05160A,consumption,medium,"Consumo cayó 0% y sólo registra 1,282 L en 30d",2025-05-31T00:00:00,,
PAZ1744,consumption,medium,Consumo cayó 0% y sólo registra 231 L en 30d,2025-05-31T00:00:00,,
NA000011,consumption,medium,Consumo cayó 0% y sólo registra 412 L en 30d,2025-06-07T00:00:00,,
A7861A,idle,medium,Ralenti 0.73 de horas activas,2025-06-12T00:00:00,,
A04206A,consumption,medium,"Consumo cayó 0% y sólo registra 1,181 L en 30d",2025-06-16T00:00:00,,
A24630E,idle,medium,Ralenti 0.61 de horas activas,2025-06-16T00:00:00,,
A4147E,consumption,medium,Consumo cayó 0% y sólo registra 217 L en 30d,2025-06-17T00:00:00,,
X21BBW,idle,medium,Ralenti 0.68 de horas activas,2025-06-17T00:00:00,,
NA00003,consumption,medium,"Consumo cayó 0% y sólo registra 1,093 L en 30d",2025-06-18T00:00:00,,
CR5901,consumption,medium,"Consumo cayó 0% y sólo registra 3,500 L en 30d",2025-06-30T00:00:00,,
A04610A,idle,medium,Ralenti 0.70 de horas activas,2025-07-06T00:00:00,,
PCK8847,idle,medium,Ralenti 0.64 de horas activas,2025-07-06T00:00:00,,
MJA605A,consumption,medium,Consumo cayó 0% y sólo registra 242 L en 30d,2025-07-07T00:00:00,,
CR5768,consumption,medium,Consumo cayó 0% y sólo registra 219 L en 30d,2025-07-09T00:00:00,,
A01710A,idle,medium,Ralenti 0.66 de horas activas,2025-07-11T00:00:00,,
CR5835,consumption,medium,Consumo cayó 0% y sólo registra 591 L en 30d,2025-07-11T00:00:00,,
LMF749A,idle,medium,Ralenti 0.65 de horas activas,2025-07-19T00:00:00,,
6CS4L60,consumption,medium,"Consumo cayó 0% y sólo registra 1,340 L en 30d",2025-07-21T00:00:00,,
6CS4L60,idle,medium,Ralenti 0.67 de horas activas,2025-07-21T00:00:00,,
583371,consumption,medium,"Consumo cayó 0% y sólo registra 1,548 L en 30d",2025-07-23T00:00:00,,
A6069L,consumption,medium,Consumo cayó 0% y sólo registra 327 L en 30d,2025-07-23T00:00:00,,
S8M9064,consumption,medium,"Consumo cayó 0% y sólo registra 1,163 L en 30d",2025-07-24T00:00:00,,
A05286A,consumption,medium,"Consumo cayó 0% y sólo registra 1,088 L en 30d",2025-07-25T00:00:00,,
LUB299B,consumption,medium,Consumo cayó 0% y sólo registra 207 L en 30d,2025-07-28T00:00:00,,
11G896,consumption,medium,Consumo cayó 0% y sólo registra 220 L en 30d,2025-07-29T00:00:00,,
A77524D,consumption,medium,Consumo cayó 0% y sólo registra 475 L en 30d,2025-07-29T00:00:00,,
LG58491,consumption,medium,Consumo cayó 0% y sólo registra 229 L en 30d,2025-07-29T00:00:00,,
W969409,consumption,medium,"Consumo cayó 0% y sólo registra 1,339 L en 30d",2025-07-29T00:00:00,,
A04214A,consumption,medium,Consumo cayó 0% y sólo registra 704 L en 30d,2025-07-30T00:00:00,,
A0478C,consumption,medium,Consumo cayó 0% y sólo registra 560 L en 30d,2025-07-30T00:00:00,,
A05024A,consumption,medium,Consumo cayó 0% y sólo registra 894 L en 30d,2025-07-30T00:00:00,,
A0528N,consumption,medium,Consumo cayó 0% y sólo registra 263 L en 30d,2025-07-30T00:00:00,,
A7360E,consumption,medium,Consumo cayó 0% y sólo registra 266 L en 30d,2025-07-30T00:00:00,,
CR5674,consumption,medium,"Consumo cayó 0% y sólo registra 1,409 L en 30d",2025-07-30T00:00:00,,
CR5769,consumption,medium,"Consumo cayó 0% y sólo registra 3,580 L en 30d",2025-07-30T00:00:00,,
LMG569A,consumption,medium,Consumo cayó 0% y sólo registra 410 L en 30d,2025-07-30T00:00:00,,
MAW556B,consumption,medium,Consumo cayó 0% y sólo registra 301 L en 30d,2025-07-30T00:00:00,,
MKM030B,consumption,medium,Consumo cayó 0% y sólo registra 253 L en 30d,2025-07-30T00:00:00,,
770529J,consumption,medium,Consumo cayó 0% y sólo registra 854 L en 30d,2025-07-31T00:00:00,,
770973J,consumption,medium,Consumo cayó 0% y sólo registra 746 L en 30d,2025-07-31T00:00:00,,
A01929A,consumption,medium,Consumo cayó 0% y sólo registra 893 L en 30d,2025-07-31T00:00:00,,
A02013A,consumption,medium,Consumo cayó 0% y sólo registra 916 L en 30d,2025-07-31T00:00:00,,
A02465A,consumption,medium,Consumo cayó 0% y sólo registra 709 L en 30d,2025-07-31T00:00:00,,
A02902A,consumption,medium,"Consumo cayó 0% y sólo registra 1,048 L en 30d",2025-07-31T00:00:00,,
A03991A,consumption,medium,Consumo cayó 0% y sólo registra 931 L en 30d,2025-07-31T00:00:00,,
A03993A,consumption,medium,Consumo cayó 0% y sólo registra 980 L en 30d,2025-07-31T00:00:00,,
A04205A,consumption,medium,"Consumo cayó 0% y sólo registra 1,242 L en 30d",2025-07-31T00:00:00,,
A04250A,consumption,medium,Consumo cayó 0% y sólo registra 832 L en 30d,2025-07-31T00:00:00,,
A04351A,consumption,medium,Consumo cayó 0% y sólo registra 264 L en 30d,2025-07-31T00:00:00,,
A04440A,consumption,medium,Consumo cayó 0% y sólo registra 809 L en 30d,2025-07-31T00:00:00,,
A04533A,consumption,medium,Consumo cayó 0% y sólo registra 972 L en 30d,2025-07-31T00:00:00,,
A04566A,consumption,medium,Consumo cayó 0% y sólo registra 862 L en 30d,2025-07-31T00:00:00,,
A04568A,consumption,medium,"Consumo cayó 0% y sólo registra 1,268 L en 30d",2025-07-31T00:00:00,,
A04600A,idle,medium,Ralenti 0.64 de horas activas,2025-07-31T00:00:00,,
A0466L,consumption,medium,Consumo cayó 0% y sólo registra 328 L en 30d,2025-07-31T00:00:00,,
A04675A,consumption,medium,"Consumo cayó 0% y sólo registra 1,445 L en 30d",2025-07-31T00:00:00,,
A04725A,consumption,medium,Consumo cayó 0% y sólo registra 970 L en 30d,2025-07-31T00:00:00,,
A05011A,idle,medium,Ralenti 0.62 de horas activas,2025-07-31T00:00:00,,
A05151A,idle,medium,Ralenti 0.62 de horas activas,2025-07-31T00:00:00,,
A05290A,consumption,medium,"Consumo cayó 0% y sólo registra 1,048 L en 30d",2025-07-31T00:00:00,,
A05292A,consumption,medium,"Consumo cayó 0% y sólo registra 1,167 L en 30d",2025-07-31T00:00:00,,
A05354A,consumption,medium,Consumo cayó 0% y sólo registra 988 L en 30d,2025-07-31T00:00:00,,
A05503A,consumption,medium,Consumo cayó 0% y sólo registra 885 L en 30d,2025-07-31T00:00:00,,
A05506A,consumption,medium,Consumo cayó 0% y sólo registra 779 L en 30d,2025-07-31T00:00:00,,
A05508A,consumption,medium,Consumo cayó 0% y sólo registra 961 L en 30d,2025-07-31T00:00:00,,
A1024C,consumption,medium,Consumo cayó 0% y sólo registra 243 L en 30d,2025-07-31T00:00:00,,
A2961J,consumption,medium,Consumo cayó 0% y sólo registra 278 L en 30d,2025-07-31T00:00:00,,
A728JMF,consumption,medium,Consumo cayó 0% y sólo registra 406 L en 30d,2025-07-31T00:00:00,,
A77364D,consumption,medium,Consumo cayó 0% y sólo registra 705 L en 30d,2025-07-31T00:00:00,,
A77525D,consumption,medium,"Consumo cayó 0% y sólo registra 1,826 L en 30d",2025-07-31T00:00:00,,
A83496D,consumption,medium,Consumo cayó 0% y sólo registra 825 L en 30d,2025-07-31T00:00:00,,
A85439D,consumption,medium,Consumo cayó 0% y sólo registra 921 L en 30d,2025-07-31T00:00:00,,
A85853D,consumption,medium,Consumo cayó 0% y sólo registra 265 L en 30d,2025-07-31T00:00:00,,
A929JMF,consumption,medium,Consumo cayó 0% y sólo registra 444 L en 30d,2025-07-31T00:00:00,,
A9425H,consumption,medium,Consumo cayó 0% y sólo registra 283 L en 30d,2025-07-31T00:00:00,,
A9425H,idle,medium,Ralenti 0.61 de horas activas,2025-07-31T00:00:00,,
A9588H,consumption,medium,Consumo cayó 0% y sólo registra 262 L en 30d,2025-07-31T00:00:00,,
CR5777,consumption,medium,"Consumo cayó 0% y sólo registra 3,993 L en 30d",2025-07-31T00:00:00,,
CR5815,consumption,medium,"Consumo cayó 0% y sólo registra 3,991 L en 30d",2025-07-31T00:00:00,,
CR5847,consumption,medium,"Consumo cayó 0% y sólo registra 5,872 L en 30d",2025-07-31T00:00:00,,
CR5847,idle,medium,Ralenti 0.60 de horas activas,2025-07-31T00:00:00,,
D43AFF,consumption,medium,Consumo cayó 0% y sólo registra 260 L en 30d,2025-07-31T00:00:00,,
MMY372A,consumption,medium,"Consumo cayó 0% y sólo registra 1,023 L en 30d",2025-07-31T00:00:00,,
MSR447A,idle,medium,Ralenti 0.65 de horas activas,2025-07-31T00:00:00,,
MVR221B,consumption,medium,Consumo cayó 0% y sólo registra 391 L en 30d,2025-07-31T00:00:00,,
MZM886B,idle,medium,Ralenti 0.64 de horas activas,2025-07-31T00:00:00,,
NLZ606A,idle,medium,Ralenti 0.61 de horas activas,2025-07-31T00:00:00,,
NNY176A,consumption,medium,Consumo cayó 0% y sólo registra 513 L en 30d,2025-07-31T00:00:00,,
