placa,alert_type,severity,details,triggered_at,code,diagnostic_id
MYZ280A,downtime,high,228.0 h sin movimiento en 30d | Cobertura 14d: 0.00,2024-09-10T00:00:00,,
370,downtime,high,170.5 h sin movimiento en 30d | Cobertura 14d: 0.00,2024-09-11T00:00:00,,
NXY5000,downtime,high,169.8 h sin movimiento en 30d | Cobertura 14d: 0.00,2024-09-12T00:00:00,,
A0772M,downtime,high,224.1 h sin movimiento en 30d | Cobertura 14d: 0.00,2024-09-14T00:00:00,,
A5651M,downtime,high,266.6 h sin movimiento en 30d | Cobertura 14d: 0.22,2024-09-14T00:00:00,,
A5651M,downtime,high,476.0 h sin movimiento en 30d | Cobertura 14d: 0.00,2024-09-14T00:00:00,,
NZJ9353,downtime,high,305.4 h sin movimiento en 30d | Cobertura 14d: 0.00,2024-09-15T00:00:00,,
NKK4840,downtime,high,150.6 h sin movimiento en 30d | Cobertura 14d: 0.22,2024-09-17T00:00:00,,
NKK4840,downtime,high,275.5 h sin movimiento en 30d | Cobertura 14d: 0.04,2024-09-17T00:00:00,,
C89BFD,downtime,high,279.7 h sin movimiento en 30d | Cobertura 14d: 0.23,2024-09-23T00:00:00,,
A4114B,downtime,high,175.6 h sin movimiento en 30d | Cobertura 14d: 0.00,2024-09-25T00:00:00,,
400TL078,downtime,high,232.2 h sin movimiento en 30d | Cobertura 14d: 0.66,2024-09-28T00:00:00,,
NZE6296,downtime,high,270.9 h sin movimiento en 30d | Cobertura 14d: 0.23,2024-09-30T00:00:00,,
NZG4949,downtime,high,131.0 h sin movimiento en 30d | Cobertura 14d: 0.17,2024-10-02T00:00:00,,
A1343H,downtime,high,277.7 h sin movimiento en 30d | Cobertura 14d: 0.24,2024-10-03T00:00:00,,
LKH469A,downtime,high,262.6 h sin movimiento en 30d | Cobertura 14d: 0.24,2024-10-03T00:00:00,,
LKH469A,downtime,high,377.5 h sin movimiento en 30d | Cobertura 14d: 0.14,2024-10-03T00:00:00,,
PCT9966,downtime,high,170.6 h sin movimiento en 30d | Cobertura 14d: 0.00,2024-10-03T00:00:00,,
1710MDF045,downtime,high,121.6 h sin movimiento en 30d | Cobertura 14d: 0.62,2024-10-05T00:00:00,,
A1725K,downtime,high,173.9 h sin movimiento en 30d | Cobertura 14d: 0.00,2024-10-10T00:00:00,,
B27ALF,downtime,high,180.4 h sin movimiento en 30d | Cobertura 14d: 0.00,2024-10-14T00:00:00,,
NZD4088,downtime,high,291.2 h sin movimiento en 30d | Cobertura 14d: 0.26,2024-10-14T00:00:00,,
MNR321A,downtime,high,280.2 h sin movimiento en 30d | Cobertura 14d: 0.25,2024-10-16T00:00:00,,
MNR321A,downtime,high,460.3 h sin movimiento en 30d | Cobertura 14d: 0.06,2024-10-16T00:00:00,,
R53AZA,downtime,high,160.8 h sin movimiento en 30d | Cobertura 14d: 0.28,2024-10-17T00:00:00,,
R53AZA,downtime,high,353.3 h sin movimiento en 30d | Cobertura 14d: 0.08,2024-10-17T00:00:00,,
NUH9419,downtime,high,234.2 h sin movimiento en 30d | Cobertura 14d: 0.29,2024-10-19T00:00:00,,
NUH9419,downtime,high,453.3 h sin movimiento en 30d | Cobertura 14d: 0.07,2024-10-19T00:00:00,,
A00889A,downtime,high,226.4 h sin movimiento en 30d | Cobertura 14d: 0.49,2024-10-20T00:00:00,,
W79AKU,downtime,high,278.0 h sin movimiento en 30d | Cobertura 14d: 0.28,2024-10-21T00:00:00,,
W79AKU,downtime,high,449.8 h sin movimiento en 30d | Cobertura 14d: 0.05,2024-10-21T00:00:00,,
A9054A,downtime,high,301.1 h sin movimiento en 30d | Cobertura 14d: 0.20,2024-10-22T00:00:00,,
A9054A,downtime,high,496.3 h sin movimiento en 30d | Cobertura 14d: 0.00,2024-10-22T00:00:00,,
M90632,downtime,high,258.4 h sin movimiento en 30d | Cobertura 14d: 0.65,2024-10-22T00:00:00,,
NPR7970,downtime,high,238.0 h sin movimiento en 30d | Cobertura 14d: 0.27,2024-10-24T00:00:00,,
NPR7970,downtime,high,422.9 h sin movimiento en 30d | Cobertura 14d: 0.09,2024-10-24T00:00:00,,
A24333E,downtime,high,313.6 h sin movimiento en 30d | Cobertura 14d: 0.40,2024-10-25T00:00:00,,
PAX7437,downtime,high,286.1 h sin movimiento en 30d | Cobertura 14d: 0.29,2024-10-25T00:00:00,,
A24472E,downtime,high,140.4 h sin movimiento en 30d | Cobertura 14d: 0.67,2024-10-26T00:00:00,,
PBZ4742,downtime,high,213.5 h sin movimiento en 30d | Cobertura 14d: 0.00,2024-10-26T00:00:00,,
LYX364A,downtime,high,266.7 h sin movimiento en 30d | Cobertura 14d: 0.26,2024-10-27T00:00:00,,
NHT5940,downtime,high,185.0 h sin movimiento en 30d | Cobertura 14d: 0.00,2024-10-27T00:00:00,,
A2591J,downtime,high,278.8 h sin movimiento en 30d | Cobertura 14d: 0.22,2024-10-29T00:00:00,,
1050,downtime,high,232.6 h sin movimiento en 30d | Cobertura 14d: 0.00,2024-11-01T00:00:00,,
PDV9084,downtime,high,230.3 h sin movimiento en 30d | Cobertura 14d: 0.09,2024-11-02T00:00:00,,
330C,downtime,high,150.9 h sin movimiento en 30d | Cobertura 14d: 0.75,2024-11-03T00:00:00,,
330C,downtime,high,346.3 h sin movimiento en 30d | Cobertura 14d: 0.50,2024-11-03T00:00:00,,
PEF6959,downtime,high,148.2 h sin movimiento en 30d | Cobertura 14d: 0.23,2024-11-03T00:00:00,,
PEF6959,downtime,high,252.8 h sin movimiento en 30d | Cobertura 14d: 0.13,2024-11-03T00:00:00,,
NSG8670,downtime,high,124.4 h sin movimiento en 30d | Cobertura 14d: 0.00,2024-11-04T00:00:00,,
MAF974B,downtime,high,275.6 h sin movimiento en 30d | Cobertura 14d: 0.00,2024-11-08T00:00:00,,
B07991,downtime,high,178.6 h sin movimiento en 30d | Cobertura 14d: 0.00,2024-11-09T00:00:00,,
NAN301A,downtime,high,238.5 h sin movimiento en 30d | Cobertura 14d: 0.31,2024-11-11T00:00:00,,
PDN2241,downtime,high,154.1 h sin movimiento en 30d | Cobertura 14d: 0.28,2024-11-12T00:00:00,,
NZN7779,downtime,high,144.7 h sin movimiento en 30d | Cobertura 14d: 0.14,2024-11-13T00:00:00,,
807703J,downtime,high,149.6 h sin movimiento en 30d | Cobertura 14d: 0.73,2024-11-14T00:00:00,,
807703J,downtime,high,331.1 h sin movimiento en 30d | Cobertura 14d: 0.50,2024-11-14T00:00:00,,
A04691A,downtime,high,122.9 h sin movimiento en 30d | Cobertura 14d: 0.66,2024-11-15T00:00:00,,
A0537H,downtime,high,282.2 h sin movimiento en 30d | Cobertura 14d: 0.22,2024-11-18T00:00:00,,
A83155D,downtime,high,246.0 h sin movimiento en 30d | Cobertura 14d: 0.28,2024-11-18T00:00:00,,
ECO517,downtime,high,218.8 h sin movimiento en 30d | Cobertura 14d: 0.36,2024-11-20T00:00:00,,
P802435,downtime,high,170.5 h sin movimiento en 30d | Cobertura 14d: 0.51,2024-11-20T00:00:00,,
A5685J,downtime,high,242.3 h sin movimiento en 30d | Cobertura 14d: 0.02,2024-11-22T00:00:00,,
A5685J,downtime,high,175.0 h sin movimiento en 30d | Cobertura 14d: 0.06,2024-11-22T00:00:00,,
902246,downtime,high,258.4 h sin movimiento en 30d | Cobertura 14d: 0.75,2024-11-23T00:00:00,,
LVJ213A,downtime,high,261.3 h sin movimiento en 30d | Cobertura 14d: 0.22,2024-11-24T00:00:00,,
A9514J,downtime,high,147.1 h sin movimiento en 30d | Cobertura 14d: 0.24,2024-11-25T00:00:00,,
A23726E,downtime,high,170.7 h sin movimiento en 30d | Cobertura 14d: 0.62,2024-11-26T00:00:00,,
A23726E,downtime,high,279.5 h sin movimiento en 30d | Cobertura 14d: 0.55,2024-11-26T00:00:00,,
NSF7001,downtime,high,270.0 h sin movimiento en 30d | Cobertura 14d: 0.30,2024-11-26T00:00:00,,
NTC2304,downtime,high,170.2 h sin movimiento en 30d | Cobertura 14d: 0.00,2024-11-30T00:00:00,,
B16790,downtime,high,272.2 h sin movimiento en 30d | Cobertura 14d: 0.16,2024-12-06T00:00:00,,
A04522A,downtime,high,147.2 h sin movimiento en 30d | Cobertura 14d: 0.59,2024-12-09T00:00:00,,
747276J,downtime,high,199.4 h sin movimiento en 30d | Cobertura 14d: 0.00,2024-12-10T00:00:00,,
P802569,downtime,high,312.3 h sin movimiento en 30d | Cobertura 14d: 0.51,2024-12-11T00:00:00,,
PDP9740,downtime,high,243.0 h sin movimiento en 30d | Cobertura 14d: 0.00,2024-12-13T00:00:00,,
T47BEC,downtime,high,176.0 h sin movimiento en 30d | Cobertura 14d: 0.00,2024-12-17T00:00:00,,
121440K,downtime,high,209.5 h sin movimiento en 30d | Cobertura 14d: 0.59,2024-12-20T00:00:00,,
A6323E,downtime,high,127.0 h sin movimiento en 30d | Cobertura 14d: 0.22,2024-12-20T00:00:00,,
RBZ248C,downtime,high,187.4 h sin movimiento en 30d | Cobertura 14d: 0.00,2024-12-21T00:00:00,,
A0855A,downtime,high,269.6 h sin movimiento en 30d | Cobertura 14d: 0.23,2024-12-22T00:00:00,,
PBW6191,downtime,high,170.9 h sin movimiento en 30d | Cobertura 14d: 0.08,2024-12-22T00:00:00,,
LF95269,downtime,high,213.3 h sin movimiento en 30d | Cobertura 14d: 0.61,2024-12-23T00:00:00,,
44VLB,downtime,high,294.6 h sin movimiento en 30d | Cobertura 14d: 0.21,2024-12-27T00:00:00,,
2900JGE,downtime,high,221.7 h sin movimiento en 30d | Cobertura 14d: 0.32,2024-12-30T00:00:00,,
A7861D,downtime,high,149.0 h sin movimiento en 30d | Cobertura 14d: 0.00,2024-12-30T00:00:00,,
NXD1136,downtime,high,131.8 h sin movimiento en 30d | Cobertura 14d: 0.16,2024-12-31T00:00:00,,
PXJ289D,downtime,high,165.2 h sin movimiento en 30d | Cobertura 14d: 0.00,2025-01-01T00:00:00,,
A6175M,downtime,high,285.1 h sin movimiento en 30d | Cobertura 14d: 0.28,2025-01-03T00:00:00,,
A6175M,downtime,high,471.9 h sin movimiento en 30d | Cobertura 14d: 0.00,2025-01-03T00:00:00,,
A7284B,downtime,high,278.6 h sin movimiento en 30d | Cobertura 14d: 0.23,2025-01-03T00:00:00,,
418C,downtime,high,222.0 h sin movimiento en 30d | Cobertura 14d: 0.54,2025-01-04T00:00:00,,
418C,downtime,high,406.4 h sin movimiento en 30d | Cobertura 14d: 0.27,2025-01-04T00:00:00,,
418C,downtime,high,304.8 h sin movimiento en 30d | Cobertura 14d: 0.42,2025-01-04T00:00:00,,
A2705K,downtime,high,147.7 h sin movimiento en 30d | Cobertura 14d: 0.23,2025-01-04T00:00:00,,
A83112D,downtime,high,129.6 h sin movimiento en 30d | Cobertura 14d: 0.45,2025-01-04T00:00:00,,
L95BCL,downtime,high,267.0 h sin movimiento en 30d | Cobertura 14d: 0.00,2025-01-07T00:00:00,,
A04684A,downtime,high,158.2 h sin movimiento en 30d | Cobertura 14d: 0.52,2025-01-10T00:00:00,,
A04684A,downtime,high,308.9 h sin movimiento en 30d | Cobertura 14d: 0.36,2025-01-10T00:00:00,,
A96BCJ,downtime,high,256.4 h sin movimiento en 30d | Cobertura 14d: 0.00,2025-01-10T00:00:00,,
NTK9602,downtime,high,284.2 h sin movimiento en 30d | Cobertura 14d: 0.20,2025-01-11T00:00:00,,
A3889A,downtime,high,230.4 h sin movimiento en 30d | Cobertura 14d: 0.19,2025-01-12T00:00:00,,
L97BKG,downtime,high,177.0 h sin movimiento en 30d | Cobertura 14d: 0.28,2025-01-12T00:00:00,,
L97BKG,downtime,high,347.5 h sin movimiento en 30d | Cobertura 14d: 0.04,2025-01-12T00:00:00,,
PEP7595,downtime,high,148.2 h sin movimiento en 30d | Cobertura 14d: 0.23,2025-01-12T00:00:00,,
A0814M,downtime,high,166.0 h sin movimiento en 30d | Cobertura 14d: 0.00,2025-01-16T00:00:00,,
LYD851A,downtime,high,192.2 h sin movimiento en 30d | Cobertura 14d: 0.25,2025-01-17T00:00:00,,
LYD851A,downtime,high,244.5 h sin movimiento en 30d | Cobertura 14d: 0.15,2025-01-17T00:00:00,,
NJB3707,downtime,high,218.9 h sin movimiento en 30d | Cobertura 14d: 0.52,2025-01-19T00:00:00,,
NJB3707,downtime,high,299.9 h sin movimiento en 30d | Cobertura 14d: 0.37,2025-01-19T00:00:00,,
A5739D,downtime,high,193.5 h sin movimiento en 30d | Cobertura 14d: 0.00,2025-01-21T00:00:00,,
NZE5695,downtime,high,150.0 h sin movimiento en 30d | Cobertura 14d: 0.21,2025-01-21T00:00:00,,
P801561,downtime,high,147.8 h sin movimiento en 30d | Cobertura 14d: 0.00,2025-01-21T00:00:00,,
A00115A,downtime,high,196.6 h sin movimiento en 30d | Cobertura 14d: 0.42,2025-01-23T00:00:00,,
A00115A,downtime,high,338.3 h sin movimiento en 30d | Cobertura 14d: 0.25,2025-01-23T00:00:00,,
A00115A,downtime,high,282.0 h sin movimiento en 30d | Cobertura 14d: 0.33,2025-01-23T00:00:00,,
PDR6179,downtime,high,249.3 h sin movimiento en 30d | Cobertura 14d: 0.23,2025-01-23T00:00:00,,
120466K,downtime,high,127.1 h sin movimiento en 30d | Cobertura 14d: 0.58,2025-01-24T00:00:00,,
A6086J,downtime,high,266.8 h sin movimiento en 30d | Cobertura 14d: 0.28,2025-01-24T00:00:00,,
PEZ7226,downtime,high,300.3 h sin movimiento en 30d | Cobertura 14d: 0.14,2025-01-24T00:00:00,,
A222JMG,downtime,high,265.3 h sin movimiento en 30d | Cobertura 14d: 0.26,2025-01-25T00:00:00,,
A222JMG,downtime,high,410.6 h sin movimiento en 30d | Cobertura 14d: 0.00,2025-01-25T00:00:00,,
A6293D,downtime,high,271.7 h sin movimiento en 30d | Cobertura 14d: 0.28,2025-01-25T00:00:00,,
M07BKD,downtime,high,272.7 h sin movimiento en 30d | Cobertura 14d: 0.22,2025-01-25T00:00:00,,
A6899H,downtime,high,131.7 h sin movimiento en 30d | Cobertura 14d: 0.00,2025-01-26T00:00:00,,
NVM9692,downtime,high,127.4 h sin movimiento en 30d | Cobertura 14d: 0.22,2025-01-27T00:00:00,,
320C,downtime,high,133.2 h sin movimiento en 30d | Cobertura 14d: 0.53,2025-01-30T00:00:00,,
A67282,downtime,high,289.1 h sin movimiento en 30d | Cobertura 14d: 0.21,2025-01-30T00:00:00,,
PBB5710,downtime,high,156.8 h sin movimiento en 30d | Cobertura 14d: 0.02,2025-01-30T00:00:00,,
PBY6165,downtime,high,138.1 h sin movimiento en 30d | Cobertura 14d: 0.21,2025-02-01T00:00:00,,
PEC1932,downtime,high,186.6 h sin movimiento en 30d | Cobertura 14d: 0.22,2025-02-01T00:00:00,,
NHB290A,downtime,high,154.9 h sin movimiento en 30d | Cobertura 14d: 0.22,2025-02-02T00:00:00,,
NXR9396,downtime,high,280.1 h sin movimiento en 30d | Cobertura 14d: 0.20,2025-02-03T00:00:00,,
ECA29,downtime,high,136.3 h sin movimiento en 30d | Cobertura 14d: 0.52,2025-02-05T00:00:00,,
ECA29,downtime,high,180.3 h sin movimiento en 30d | Cobertura 14d: 0.42,2025-02-05T00:00:00,,
A5872H,downtime,high,146.6 h sin movimiento en 30d | Cobertura 14d: 0.00,2025-02-09T00:00:00,,
A6934H,downtime,high,178.7 h sin movimiento en 30d | Cobertura 14d: 0.00,2025-02-10T00:00:00,,
F87AEX,downtime,high,121.5 h sin movimiento en 30d | Cobertura 14d: 0.15,2025-02-10T00:00:00,,
MHJ174B,downtime,high,263.1 h sin movimiento en 30d | Cobertura 14d: 0.00,2025-02-16T00:00:00,,
NWR1656,downtime,high,183.2 h sin movimiento en 30d | Cobertura 14d: 0.23,2025-02-17T00:00:00,,
460TL122,downtime,high,146.7 h sin movimiento en 30d | Cobertura 14d: 0.68,2025-02-18T00:00:00,,
460TL122,downtime,high,280.7 h sin movimiento en 30d | Cobertura 14d: 0.47,2025-02-18T00:00:00,,
460TL122,downtime,high,208.9 h sin movimiento en 30d | Cobertura 14d: 0.62,2025-02-18T00:00:00,,
A01905A,downtime,high,137.0 h sin movimiento en 30d | Cobertura 14d: 0.63,2025-02-18T00:00:00,,
A01905A,downtime,high,352.2 h sin movimiento en 30d | Cobertura 14d: 0.34,2025-02-18T00:00:00,,
NWF7409,downtime,high,268.4 h sin movimiento en 30d | Cobertura 14d: 0.25,2025-02-18T00:00:00,,
W96AUN,downtime,high,230.1 h sin movimiento en 30d | Cobertura 14d: 0.00,2025-02-18T00:00:00,,
Z17BDN,downtime,high,163.6 h sin movimiento en 30d | Cobertura 14d: 0.25,2025-02-18T00:00:00,,
NZU5285,downtime,high,284.1 h sin movimiento en 30d | Cobertura 14d: 0.19,2025-02-21T00:00:00,,
A465JME,downtime,high,261.0 h sin movimiento en 30d | Cobertura 14d: 0.28,2025-02-22T00:00:00,,
L57AZT,downtime,high,133.6 h sin movimiento en 30d | Cobertura 14d: 0.81,2025-02-23T00:00:00,,
PDM6606,downtime,high,233.9 h sin movimiento en 30d | Cobertura 14d: 0.24,2025-02-23T00:00:00,,
061802K,downtime,high,122.6 h sin movimiento en 30d | Cobertura 14d: 0.36,2025-02-24T00:00:00,,
061802K,downtime,high,281.8 h sin movimiento en 30d | Cobertura 14d: 0.11,2025-02-24T00:00:00,,
A2175D,downtime,high,285.2 h sin movimiento en 30d | Cobertura 14d: 0.21,2025-02-27T00:00:00,,
B01923,downtime,high,189.3 h sin movimiento en 30d | Cobertura 14d: 0.00,2025-03-01T00:00:00,,
MFK307A,downtime,high,262.0 h sin movimiento en 30d | Cobertura 14d: 0.00,2025-03-01T00:00:00,,
A8204H,downtime,high,254.9 h sin movimiento en 30d | Cobertura 14d: 0.00,2025-03-02T00:00:00,,
A8204H,downtime,high,209.1 h sin movimiento en 30d | Cobertura 14d: 0.07,2025-03-02T00:00:00,,
1802MDF002,downtime,high,137.9 h sin movimiento en 30d | Cobertura 14d: 0.00,2025-03-03T00:00:00,,
A4766C,downtime,high,301.9 h sin movimiento en 30d | Cobertura 14d: 0.19,2025-03-06T00:00:00,,
ECA557,downtime,high,236.7 h sin movimiento en 30d | Cobertura 14d: 0.24,2025-03-08T00:00:00,,
NTT7520,downtime,high,217.6 h sin movimiento en 30d | Cobertura 14d: 0.00,2025-03-09T00:00:00,,
NZA4429,downtime,high,253.9 h sin movimiento en 30d | Cobertura 14d: 0.27,2025-03-09T00:00:00,,
PBS7821,downtime,high,289.0 h sin movimiento en 30d | Cobertura 14d: 0.24,2025-03-09T00:00:00,,
A1939N,downtime,high,152.4 h sin movimiento en 30d | Cobertura 14d: 0.18,2025-03-10T00:00:00,,
A1908B,downtime,high,301.6 h sin movimiento en 30d | Cobertura 14d: 0.17,2025-03-14T00:00:00,,
V24BJA,downtime,high,285.2 h sin movimiento en 30d | Cobertura 14d: 0.20,2025-03-14T00:00:00,,
L37AZX,downtime,high,123.3 h sin movimiento en 30d | Cobertura 14d: 0.00,2025-03-17T00:00:00,,
LRV034B,downtime,high,133.5 h sin movimiento en 30d | Cobertura 14d: 0.00,2025-03-17T00:00:00,,
K76BKB,downtime,high,144.6 h sin movimiento en 30d | Cobertura 14d: 0.00,2025-03-20T00:00:00,,
NCL940A,downtime,high,240.8 h sin movimiento en 30d | Cobertura 14d: 0.32,2025-03-22T00:00:00,,
NCL940A,downtime,high,296.9 h sin movimiento en 30d | Cobertura 14d: 0.25,2025-03-22T00:00:00,,
A02033A,downtime,high,228.9 h sin movimiento en 30d | Cobertura 14d: 0.35,2025-03-23T00:00:00,,
A02033A,downtime,high,351.1 h sin movimiento en 30d | Cobertura 14d: 0.14,2025-03-23T00:00:00,,
PEN9459,downtime,high,282.9 h sin movimiento en 30d | Cobertura 14d: 0.20,2025-03-23T00:00:00,,
837757J,downtime,high,128.0 h sin movimiento en 30d | Cobertura 14d: 0.67,2025-03-24T00:00:00,,
837757J,downtime,high,260.1 h sin movimiento en 30d | Cobertura 14d: 0.44,2025-03-24T00:00:00,,
6CS8F90,downtime,high,168.1 h sin movimiento en 30d | Cobertura 14d: 0.68,2025-03-25T00:00:00,,
A0339H,downtime,high,168.6 h sin movimiento en 30d | Cobertura 14d: 0.00,2025-03-26T00:00:00,,
K00882,downtime,high,125.7 h sin movimiento en 30d | Cobertura 14d: 0.75,2025-03-26T00:00:00,,
P802460,downtime,high,244.9 h sin movimiento en 30d | Cobertura 14d: 0.13,2025-03-26T00:00:00,,
A03782R,downtime,high,291.5 h sin movimiento en 30d | Cobertura 14d: 0.40,2025-03-27T00:00:00,,
NFZ815A,downtime,high,127.2 h sin movimiento en 30d | Cobertura 14d: 0.21,2025-03-27T00:00:00,,
NFZ815A,downtime,high,223.3 h sin movimiento en 30d | Cobertura 14d: 0.15,2025-03-27T00:00:00,,
MXD890B,downtime,high,274.9 h sin movimiento en 30d | Cobertura 14d: 0.21,2025-03-30T00:00:00,,
MXD890B,downtime,high,410.2 h sin movimiento en 30d | Cobertura 14d: 0.01,2025-03-30T00:00:00,,
A2118G,downtime,high,121.3 h sin movimiento en 30d | Cobertura 14d: 0.15,2025-03-31T00:00:00,,
A2118G,downtime,high,325.6 h sin movimiento en 30d | Cobertura 14d: 0.00,2025-03-31T00:00:00,,
MWM963A,downtime,high,126.4 h sin movimiento en 30d | Cobertura 14d: 0.00,2025-03-31T00:00:00,,
NWR6510,downtime,high,158.8 h sin movimiento en 30d | Cobertura 14d: 0.47,2025-03-31T00:00:00,,
NWR6510,downtime,high,374.4 h sin movimiento en 30d | Cobertura 14d: 0.30,2025-03-31T00:00:00,,
NWR6510,downtime,high,259.6 h sin movimiento en 30d | Cobertura 14d: 0.36,2025-03-31T00:00:00,,
PBP2691,downtime,high,270.6 h sin movimiento en 30d | Cobertura 14d: 0.23,2025-04-01T00:00:00,,
A4521C,downtime,high,278.9 h sin movimiento en 30d | Cobertura 14d: 0.20,2025-04-02T00:00:00,,
LZW205B,downtime,high,255.0 h sin movimiento en 30d | Cobertura 14d: 0.28,2025-04-02T00:00:00,,
PDL5824,downtime,high,231.3 h sin movimiento en 30d | Cobertura 14d: 0.33,2025-04-02T00:00:00,,
PDL5824,downtime,high,358.7 h sin movimiento en 30d | Cobertura 14d: 0.09,2025-04-02T00:00:00,,
6CS4E9,downtime,high,140.5 h sin movimiento en 30d | Cobertura 14d: 0.55,2025-04-03T00:00:00,,
NUS5749,downtime,high,275.1 h sin movimiento en 30d | Cobertura 14d: 0.21,2025-04-03T00:00:00,,
NYF7657,downtime,high,149.0 h sin movimiento en 30d | Cobertura 14d: 0.22,2025-04-04T00:00:00,,
A6086L,downtime,high,140.7 h sin movimiento en 30d | Cobertura 14d: 0.17,2025-04-06T00:00:00,,
A6086L,downtime,high,305.0 h sin movimiento en 30d | Cobertura 14d: 0.01,2025-04-06T00:00:00,,
B07BGL,downtime,high,147.5 h sin movimiento en 30d | Cobertura 14d: 0.00,2025-04-06T00:00:00,,
M02696,downtime,high,254.8 h sin movimiento en 30d | Cobertura 14d: 0.37,2025-04-06T00:00:00,,
NZT1226,downtime,high,257.4 h sin movimiento en 30d | Cobertura 14d: 0.24,2025-04-06T00:00:00,,
NZT1226,downtime,high,468.9 h sin movimiento en 30d | Cobertura 14d: 0.08,2025-04-06T00:00:00,,
LGX501B,downtime,high,166.5 h sin movimiento en 30d | Cobertura 14d: 0.22,2025-04-08T00:00:00,,
LGX501B,downtime,high,372.6 h sin movimiento en 30d | Cobertura 14d: 0.00,2025-04-08T00:00:00,,
061238K,downtime,high,166.1 h sin movimiento en 30d | Cobertura 14d: 0.56,2025-04-09T00:00:00,,
061238K,downtime,high,364.6 h sin movimiento en 30d | Cobertura 14d: 0.29,2025-04-09T00:00:00,,
A5208G,downtime,high,206.1 h sin movimiento en 30d | Cobertura 14d: 0.22,2025-04-10T00:00:00,,
A2059C,downtime,high,275.4 h sin movimiento en 30d | Cobertura 14d: 0.23,2025-04-11T00:00:00,,
A2059C,downtime,high,484.8 h sin movimiento en 30d | Cobertura 14d: 0.00,2025-04-11T00:00:00,,
A84873D,downtime,high,136.8 h sin movimiento en 30d | Cobertura 14d: 0.55,2025-04-11T00:00:00,,
A6814L,downtime,high,284.6 h sin movimiento en 30d | Cobertura 14d: 0.20,2025-04-12T00:00:00,,
P803046,downtime,high,138.2 h sin movimiento en 30d | Cobertura 14d: 0.78,2025-04-12T00:00:00,,
A0148G,downtime,high,131.8 h sin movimiento en 30d | Cobertura 14d: 0.16,2025-04-13T00:00:00,,
MTH187A,downtime,high,284.2 h sin movimiento en 30d | Cobertura 14d: 0.25,2025-04-13T00:00:00,,
PBN5416,downtime,high,228.6 h sin movimiento en 30d | Cobertura 14d: 0.26,2025-04-13T00:00:00,,
A04526A,downtime,high,152.5 h sin movimiento en 30d | Cobertura 14d: 0.39,2025-04-14T00:00:00,,
A04526A,downtime,high,326.0 h sin movimiento en 30d | Cobertura 14d: 0.24,2025-04-14T00:00:00,,
A1118K,downtime,high,186.4 h sin movimiento en 30d | Cobertura 14d: 0.00,2025-04-14T00:00:00,,
A9088G,downtime,high,254.5 h sin movimiento en 30d | Cobertura 14d: 0.18,2025-04-14T00:00:00,,
